index,tweet,class
15023,RT @ChicoTheWolf: #DavidPullsBitches &#8220;@davidam_23: #TweetSomethingYouGetAlot Go talk to all your other hoes&#8221;,1
15024,RT @ChiefCaitlin: I forgot ONE letter guys I promise I'm not an illiterate hillbilly &#128557;,1
15026,RT @ChiefKeef: Dat bitch Katy Perry Can Suck Skin Off Of my Dick,0
15027,RT @ChiefKeef: Finna fly me a Thot out here! Get back on My make bitches Fly like Peter Pan shit.,1
15028,RT @ChiefKeef: If my bitch fuckin she jus a thot! I mean I'm tryna take shit to a next level here.,1
15029,RT @ChiefKeef: Shannon said U hoes cant be wit The GLO!,1
15030,RT @ChiefKeef: That pussy Ain't yours broski. It's jus your turn!,1
15031,"RT @ChiefKeef: You niggaz get so emotionaaaal, You remind me of my bitch!",1
15032,RT @ChiefOpe: #BadCombinations An Ugly bitch who's loud af,1
15033,"RT @Chiief_D: @Pboy562 ""well..all i can say, is that i fucked hoes and made money""",1
15034,RT @ChildishGarbino: Part of my cousin Danny's Yankee Swap. Pretty hilarious. Very clever. And very Danny. @danvii http://t.co/FKdEYzqT,2
15035,RT @Chill__Nigga: I can't be in my twenties stressing over a bitch who playin games. I'm straight lol,1
15036,RT @ChinaAfricaBlog: A nice round-up of voices in #China #Africa relations: 'China-Africa Trade: The Oriental Allure' http://t.co/7DWJovmeB&#8230;,2
15038,"RT @ChingonAbe: &#8220;@staycoolwheels: @mjs79 well he is at Genos. So he is the ultimate faggot&#8221;
@elmaestro1 got to show this queer how to eat &#8230;",0
15039,RT @Chip216: As a kid I listened to Nas. He showed me a new perspective coming from the ghetto like me. Same with Pimp C &#128081;&#128081;&#128081;,2
15040,RT @ChippewaSkylark: i love when celeb nudes leak and all the girls with trash bodies try and critique them,1
15041,RT @ChivasGee: Fuck up you swole fag,1
15042,RT @Choochieee_: If I can take your bitch was she ever really yours?,1
15043,RT @ChrisJustJoking: Its Halloween everyday for dykes,1
15044,RT @ChrisJustJoking: You gotta fuck ugly bitches from 3 towns over that you'll never see again so you can work the kinks out of your sex ga&#8230;,1
15045,RT @ChrisPalmerNBA: Udonis talking some big trash to Lance. LeBron holds him back.,2
15046,RT @ChrissiBaxter: If my man ain't appreciating me this pussy DEFINITELY IS gonna end up in another nigga mouth. You can quote me,1
15047,RT @ChrissyNich: To call Martin baker an Uncle Tom and uppity because he's not siding with the majority pure ignorance....,2
15048,RT @ChristineKKTV: Great weather to hit up the slopes this weekend... @Arapahoe_Basin &amp; @LovelandSkiArea open Saturday! #COwx #skiseason ht&#8230;,2
15049,"RT @ChubbyGirlGod: Lmaoo RT @patpatbush: That bitch called on Thor for some strength. &#58386;&#58386; RT""@ChubbyGirlGod: Wait... http://t.co/e0MTosPl6k""",1
15050,RT @Chubbylumpkins_: I think this Steubenville rape trial is some bullshit. That rollen bitch wanted the dick lls and got mad when she w ...,1
15051,RT @Chuck_Strangers: When I say faggot it just means someone who is fucking weak...,1
15052,RT @ChukaOffor: Lmaooo hoes so childish &#128557;&#128514;&#128557;&#128514; http://t.co/uSFmd01sAF,1
15053,RT @Chvntre: sometimes I wanna upper cut this bitch but I don't know if she's special ed or not,0
15054,RT @Chykalet: If you're fucking your sons barber and you still gotta pay for the cut...ya pussy is wack! &#128569;,1
15055,RT @Ciara_LisaaRoss: cant no bitch make me mad over a nigga i already had,1
15056,RT @CityBoiCoop: &#128557;&#128557;&#128557; RT @RoJustDGAF: Damn it RT @BobbyBudnic: &#9996;&#65039; RT @TittySlapMe: Once or twice is cool but damn bitch http://t.co/WTDCShx&#8230;,1
15057,RT @CjayyTaughtHer: A boyfriend and girlfriend suppose to laugh at these hoes together. A guy should never have these hoes laughing at his &#8230;,1
15058,"RT @CjayyTaughtHer: Eat her pussy when she mad, sad, stressed, mad at you, or whatever shit just lay her down and eat her pussy up &#128076;&#128069;&#128166;",1
15059,RT @ClassClownKJL: Those 2014 NBA All Star Jerseys look retarded...They look like the combo of a NFL jersey &amp; a FUBU jersey,1
15060,"RT @Classact23: RT @DarkKent27: If I text ""You up?"" that means is it safe for me to come and eat the pussy until I reach cream filling?&gt; &#128563;.&#8230;",1
15061,RT @ClassicBray: Lmaoo RT @PacDaGoat: That's a legal tackle faggot RT @PP_Rich_Hill: Seriously? http://t.co/guMZewrpy3,0
15062,RT @ClassierTrash: shut up bitch,1
15063,"RT @ClerkofOxford: In Anglo-Saxon calendars, 7 November is considered the first day of winter - 'Winter's Day': http://t.co/IhrCkeCqdA http&#8230;",2
15064,RT @CleveSmith: Bet her pussy smell like dried up oysters,1
15065,RT @CleveSmith: I bet this hoe pussy juices look like spoiled chocolate milk &#128514;,1
15066,"RT @ClicquotSuave: 20 bitches in the lobby, its plenty bitches in the lobby",1
15067,"RT @ClicquotSuave: Perfect vision....Me, my niggs, mas hoes, mas clicquot, mas dom p, mas moet, ""my type of party"" blasting out a Cali condo",1
15068,RT @ClicquotSuave: bunch of rappers boutta flood the internets w/ trash remixes,2
15069,RT @ClicquotSuave: drop that pussy bitchhhhhhh,1
15070,RT @ClicquotSuave: i luv when pussy smell like refurbished iphone 3,1
15071,RT @ClicquotSuave: nigg complaining about a journal and bitches half naked,1
15072,"RT @ClicquotSuave: we were at the party last night and P goes...""bro this nigg got on chucks just chillin and dancing w/ all the bitches""..&#8230;",1
15073,RT @ClicquotSuave: what does the fox say bitch?,1
15074,"RT @Cliftonsings: Oi @Klitschko ya big boring cunt, Kubrats a comin'... http://t.co/mg2Sre0Jr8",1
15075,RT @ClintSwiftness: &#8220;@GodHimseIf: Is that fire works &#128165; or pussy poppin&#8221; @00sexilexi00 nigga wtf sounds like something you'd say,1
15076,RT @ClintSwiftness: @00sexilexi00 you is a bitch ass nigguh,1
15077,"RT @ClintSwiftness: I hate bees man. They be like 
""Buzz buzz bitch"" and I'm like 
""Nah man I ain't done shit to you""",1
15078,RT @CloudProjection: Females are more thirsty for attention than males are for pussy.,1
15079,"RT @Cloudy_goldrush: #In2014 ladies please start being grown women. All These ""bad bitches"" gotta grow up.",1
15080,"RT @CloutGod: Horrible rapper #1 Tyga - Most trash rapper ever ""She want a yellow nigga, corn on the cob"" I smacked my mom when I heard him&#8230;",0
15083,"RT @CloydRivers: Roses are red,
Camo is green.
Trick or treat bitches,
Happy Halloween.
Merica.",1
15084,RT @CloydRivers: Some of you fellas should dress up as real men for Halloween. 'Cause you've been actin' like bitches all year long. Merica.,1
15085,"RT @CloydRiversPics: Ran outside mullet flowin', nips shown'. Shotgunned a cold one and yelled, ""Saturday, welcome back you sexy beast. Mer&#8230;",2
15086,"RT @Cluelessnigga: Fat hoes always wanna beef with somebody, yall don't need to be around no type of beef",1
15087,RT @ClutchLikeMJ: Tennessee isn't even orange it's like vitamin pee yellow &#128553;&#128514;&#128514;&#128514;,2
15088,RT @ClutchLikeMJ: You officially brought flopping to football @TheAdams_era congrats on being a pussy... https://t.co/O7bUPLYG3L &#128564;,1
15089,"RT @Clyde_FadeAll: Plz don't tell nobody, bitch I know you got a man..lol I ain't gon tell nobody!",1
15090,RT @CoCoMilan18: &#8220;@Me1st_u_last: This bitch @GOTDAMNCHAT ain't got a bit of sense lmaoo!! http://t.co/tBpcQwNGqF&#8221; &#128514;&#128514;&#128514;&#128514;&#128553;&#128553;&#128553;,1
15091,"RT @CoIlegefessions: ""My roommate is having sex and I'm eating Oreos. It's gonna be a great year!"" - Kutztown University",2
15092,RT @CobeNotKobe: All hoes lie.......,1
15093,RT @Cocaine_Papii: If you don't make her go to sleep after y'all fucked then your pipe game trash,1
15094,RT @CockyBelichick: Time for the comeback pussies. #kisstherings,1
15095,RT @CodeLez: You gotta know the difference between a good girl and good pussy,1
15096,"RT @CoffyBrownChi: If he don't believe you, no refunds hoe.",1
15097,"RT @ColIegeprobs: Liquor before beer you're in the clear, beer before liquor you'll be fine don't be a bitch",1
15098,RT @Colarbearr: &#8220;@HoesloveMyTweet: Niggas really be proud of having hoes. But how many of y'all gonna bring them dirty bitches home to your&#8230;,1
15099,RT @ColeFlexXx: Fingering N eating the pussy at the same time is good &#128203;&#128221;,1
15100,RT @ColeMcDowell2: &#8220;@FriendlyAssh0le: rt if u remember when steve from 'blue clues' left us with that other bitch ass nigga joe http://t.co&#8230;,1
15101,RT @ColeyMonique: All the niggas in the world why tf Do bitches mess with their friends nigga?,1
15102,RT @Coley_Cee: &lt;----- New Avi:) Me &amp;&amp; my two yellow bitches @No_FAKINGG &amp; @lil_aerii ',1
15103,RT @Coley_Cee: @lil_aerii bitch where tf you think you going?!,1
15104,"RT @Coley_Cee: @lil_aerii yeaaaaahhhh, like relationship wise. So I was like oh no not my Reedzy Thuggin, bitch suppose to thug it out!",1
15105,RT @Colinfreeze: ISIS Supporters in America: The Jihadis Next Door http://t.co/aiMV7GiB24 @mlnestel @vocativ http://t.co/ajUAU5YwIv,2
15106,RT @CollegeBoy3000: Finally Mellie got some back bone. I might like her this season. 1976 pussy! #Scandal,1
15107,RT @ComedianSpank: I went to college Every college got a bird class where u can get ya friend to sign u in &amp; get an A out the class Rashad &#8230;,2
15108,RT @ComedyPics: If Kanye took Kim to McDonald&#8217;s then ya hoes don&#8217;t deserve $200 Dates http://t.co/2QK4I1fRTs,1
15109,"RT @ComedyPosts: When you make a joke and someone you hate laughs and you're thinking: ""No bitch you aren't allowed to laugh"".",1
15110,RT @CommonBlackGirI: When a hoe says hi to bae http://t.co/95bBmGJiJF,1
15111,RT @CommonWhiteGirI: don&#8217;t send me snapchats from something i wasn&#8217;t invited to you rude ass bitch,1
15112,RT @CommonWhiteGirI: hiding your favorite snacks from your family bc you're a selfish bitch,1
15113,RT @CommonWhiteGrl: mom why can't u just accept me for the bad bitch i am,1
15114,RT @Comp10Tx: Lowkey called that faggot a faggot.,0
15115,RT @Comp10Tx: Rihanna really is trash,2
15116,RT @ComplexMorality: When someone tweets these hoes aint loyal but they laid up at the crib looking like.... http://t.co/OV5Q8lVsjn,1
15117,RT @ConceitedNoRezn: So ike just had to punch a nigga for harassing a young lady on Ga ave and Florida Ave in nw dc #youoksis,1
15118,RT @ConservativeLA: Let the Dem concern-trolling commence in earnest! Wagons ho!,2
15119,RT @ConsrvativeDiva: Must-Watch: Bill Maher Schools PBS Host Charlie Rose Over Islam's 'Illiberal Beliefs' http://t.co/5pq91jxOeV,2
15120,"RT @CookieCocaine_: Stop fuckin with a ""take me out somewhere"" type of bitch...
Get you a ""baby I cooked for you"" type of chick!! &#128525;&#9749;&#65039;&#128056;",1
15121,RT @Coolie_GBE300: I hate when niggas be slobin all on the blunt like they eatin pussy &amp; have the nerve to try &amp; pass it. I'm good nigga I'&#8230;,1
15122,RT @Coolie_GBE300: I'm about to go on http://t.co/9btG26MlgU &amp; be the devil &amp; catfish some hoes.,1
15123,"RT @Coolie_GBE300: It's 2014 &amp; you niggas still runnin round sayin ""Yall don't eat pussy"". Y'all must be suckin dick.",0
15124,RT @Coolie_GBE300: When the side bitch try to approach you in public. http://t.co/GbbIob1Ots,1
15125,RT @Coop_oz: I'm Tryna be like steez &#128175; bro got dem hoes rir,1
15126,RT @CorbynKelly13: Found some more of my original yellow bracelets and the first person I thought of was @TannerMcDowell,2
15127,RT @CoreyKeyz: When you find out your bae is a hoe http://t.co/sI8G1Mzpgs,1
15128,RT @CornerBoyP: Hoes b soo lost dey forget dey hoes.....,1
15129,RT @CoryLafon: &#8220;@Gvmby: This bitch possessed by the thot demon. https://t.co/CZTh5NhUDu&#8221;LMFAOOOOOOOOOOOO,1
15130,RT @CoryLafon: I just wanna b a side nigga to a thick pretty faced cuffed hoe that does coke bumps garbage underground rappers n shops at p&#8230;,1
15131,RT @CorySayFukEm: i love girls who aren't afraid to encourage or compliment the next chick.. bitches hate so much now that's it's refreshin&#8230;,1
15132,RT @Cosabandonada: Parque de atracciones abandonado en Jap&#243;n. http://t.co/dn0JIid4f4,2
15133,RT @Cougar745III: this girl comes into class with fried chicken and pulls hot sauce out of her purse i mean come on how ghetto &amp; Stereotypi&#8230;,0
15134,"RT @CouldBeEashia: @vivalamarley me waiting on you to take me to NY with you to get my nips pierced 

&#128590;&#128589;&#128105;&#128117;",2
15135,"RT @CountOn24: bitch you love every team but the US lol RT""@rihanna: This is the game I've been waiting for! I sincerely LOVE both of these&#8230;",1
15136,"RT @CounterMoonbat: Btw, Hillary is a huge supporter of the law they now admit to lying to all you stupid rubes about. She needs to be aske&#8230;",1
15137,"RT @CourtneySuvak_: &#8220;@Dory: ""what are you twelve""

yeah on a scale of one to ten 

bitch&#8221;",1
15138,"RT @CourtneyyKay: Cruising down the street in my 64, jockin the bitches, slappin the hoes",1
15139,RT @CraziestFreaks: When you eat the pussy so good she can't control her moans &#128523;&#128166;&#128069; http://t.co/Gumzv3iKdJ,1
15140,RT @CraziestSex: A girl KNOWS when a bitch likes her boyfriend &#128564;&#128080;,1
15141,RT @CraziestSex: Eat her pussy and look at her like &#128540;&#128541;&#128514; http://t.co/mIgiYMGRJt,1
15142,"RT @CraziestSex: Sex on 1st date dont mean you a hoe, waiting 90 days wont make you a wife, cute pics dont mean y'all happy, having a title&#8230;",1
15143,RT @CraziestSex: Sucking dick &amp; eating pussy is apart of sex. If you think it's nasty then maybe your ass is too YOUNG to be fucking in the&#8230;,1
15144,RT @CraziestSex: hmu when you stop bein a lil bitch,1
15145,RT @CraziestSex: hoes these days be like &#128514; http://t.co/AvlwKKD8rW,1
15146,RT @CraziestSex: if you don't eat pussy you're childish and immature.,1
15147,RT @CraziestSex: she killed that bitch &#128555;&#128514; http://t.co/uVS9E1gxPF,1
15148,RT @CreationOfJay: No girl sucks dick but somehow all dudes get head. Dudes only fuck bad bitches yet all these ugly girls getting pregnant&#8230;,1
15149,"RT @CreepGawddess: ""Uhh bitch, don't tell him ""Bless you."" when he sneeze. He got all the blessings he need with ME."" http://t.co/z4P52LbfeK",1
15150,RT @CreepGawddess: Having a friend that's a hoe but boring is probably depressing.,1
15151,RT @CreepGawddess: Wait what?? RT @SoulfulBrotha: $65 a random number for some pussy.,1
15152,"RT @CreepyScout: Bend over.

And pick up that trash.",2
15153,RT @Crimefetish: But bitches do that too http://t.co/KWFRABGuwj,1
15154,"RT @CrittaMo: I'm getting tired of these same ol no hope broke bitches! No job, all they wanna do is twerk and smoke Swishers",1
15155,RT @CrooklynxDodger: When @MeechIsDEAD said &#8220;Fast bitch I call her Bizzy (busy) cause she only bone thugs&#8221; http://t.co/qs9XUeu1VA,1
15156,RT @CrownHer: Takes a ho bath RT @1stZodiacSign: He's terrified of water. How TF does he wash himself everyday? lol.,1
15157,RT @Crownthatbitch: Your pussy so bomb I call it dynamite,1
15158,RT @Cspen335: Right you are! Have you heard of the 'dodo' bird? He's the one with Obama on his ass! http://t.co/0qHypwxzYh,1
15159,RT @CuffYoFee: I take a bitch to Houston's she better not speak to another nigga while the meal still in her digestive system,1
15160,"RT @Cuff_no_Slut: Hate basic bitches,",1
15162,RT @CuhCuhCraig: Is that Kawhi Leonard? Smh RT &#8220;@iDntWearCondoms: Wow u really gonna leak ou.. Nvm RT @MsJoseline: Ion need I fuc nig http:&#8230;,0
15163,RT @CuhCuhCuh: Hoes is Hoes niggas be mad cuhz they be tryna cuff the hoes cuh,1
15164,RT @CuhCuhCuh: I got NO love for bitches or bitch niggas cuh,1
15165,"RT @CuhCuhCuh: When a bitch say ""I love you"" hit her wit the reverse psychology &amp; say ""do you?"" It work 70% of the time cuh the other 30% g&#8230;",1
15166,RT @CuhCuhCuh: bitches brag about goin to the gym and still be shaped like a patron bottle cuh,1
15167,RT @CuhCuhCuh: bitches is twerkin on camera while they kid watchin sponge bob cuh,1
15168,"RT @CuhCuhCuh: bitches name they make up off of instagram filters cuh this bitch was lookin like ""Rise"" the other day",1
15169,RT @CuhCuhCuh: bitches who smoke cigs are disgusting cuh,1
15170,RT @CuhCuhCuh: fat bitches dont like liftin up they arms in the summer all that dampness cuh,1
15171,RT @CuhCuhCuh: idk why skinny bitches think they got ass cuh,1
15172,RT @CuhCuhCuh: if a bitch let me hit ill leave her CRIPpled cuh,1
15173,RT @CuhCuhCuh: if a bitch tell you she got cheated on more than 3times its somethin wrong with that hoe cuh,1
